Filename,Line number,Variable name,Units,Variable reference,Index type key,Variable type key,Keyed value
MicroCHPElectricGenerator.cc,532,"""Generator Zone Radiation Heat Transfer Rate""",,OutputProcessor::Unit::W,MicroCHP( GeneratorNum ).Report.SkinLossRadiat,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1046,"""Generator Produced Electric Power""",,OutputProcessor::Unit::W,MTGeneratorReport( GeneratorNum ).PowerGen,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1048,"""Generator Produced Electric Energy""",,OutputProcessor::Unit::J,MTGeneratorReport( GeneratorNum ).EnergyGen,"""System""","""Sum"""
MicroturbineElectricGenerator.cc,1050,"""Generator LHV Basis Electric Efficiency""",,OutputProcessor::Unit::None,MTGeneratorReport( GeneratorNum ).ElectricEfficiencyLHV,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1053,"""Generator "" + FuelType + "" HHV Basis Rate""",,OutputProcessor::Unit::W,MTGeneratorReport( GeneratorNum ).FuelEnergyUseRateHHV,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1055,"""Generator "" + FuelType + "" HHV Basis Energy""",,OutputProcessor::Unit::J,MTGeneratorReport( GeneratorNum ).FuelEnergyHHV,"""System""","""Sum"""
MicroturbineElectricGenerator.cc,1057,"""Generator "" + FuelType + "" Mass Flow Rate""",,OutputProcessor::Unit::kg_s,MTGeneratorReport( GeneratorNum ).FuelMdot,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1060,"""Generator Fuel HHV Basis Rate""",,OutputProcessor::Unit::W,MTGeneratorReport( GeneratorNum ).FuelEnergyUseRateHHV,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1062,"""Generator Fuel HHV Basis Energy""",,OutputProcessor::Unit::J,MTGeneratorReport( GeneratorNum ).FuelEnergyHHV,"""System""","""Sum"""
MicroturbineElectricGenerator.cc,1067,"""Generator Produced Thermal Rate""",,OutputProcessor::Unit::W,MTGeneratorReport( GeneratorNum ).QHeatRecovered,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1069,"""Generator Produced Thermal Energy""",,OutputProcessor::Unit::J,MTGeneratorReport( GeneratorNum ).ExhaustEnergyRec,"""System""","""Sum"""
MicroturbineElectricGenerator.cc,1071,"""Generator Thermal Efficiency LHV Basis""",,OutputProcessor::Unit::None,MTGeneratorReport( GeneratorNum ).ThermalEfficiencyLHV,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1073,"""Generator Heat Recovery Inlet Temperature""",,OutputProcessor::Unit::C,MTGeneratorReport( GeneratorNum ).HeatRecInletTemp,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1075,"""Generator Heat Recovery Outlet Temperature""",,OutputProcessor::Unit::C,MTGeneratorReport( GeneratorNum ).HeatRecOutletTemp,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1077,"""Generator Heat Recovery Water Mass Flow Rate""",,OutputProcessor::Unit::kg_s,MTGeneratorReport( GeneratorNum ).HeatRecMdot,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1082,"""Generator Standby Electric Power""",,OutputProcessor::Unit::W,MTGeneratorReport( GeneratorNum ).StandbyPowerRate,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1084,"""Generator Standby Electric Energy""",,OutputProcessor::Unit::J,MTGeneratorReport( GeneratorNum ).StandbyEnergy,"""System""","""Sum"""
MicroturbineElectricGenerator.cc,1088,"""Generator Ancillary Electric Power""",,OutputProcessor::Unit::W,MTGeneratorReport( GeneratorNum ).AncillaryPowerRate,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1090,"""Generator Ancillary Electric Energy""",,OutputProcessor::Unit::J,MTGeneratorReport( GeneratorNum ).AncillaryEnergy,"""System""","""Sum"""
MicroturbineElectricGenerator.cc,1094,"""Generator Exhaust Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,MTGeneratorReport( GeneratorNum ).ExhAirMassFlowRate,"""System""","""Average"""
MicroturbineElectricGenerator.cc,1095,"""Generator Exhaust Air Temperature""",,OutputProcessor::Unit::C,MTGeneratorReport( GeneratorNum ).ExhAirTemperature,"""System""","""Average"""
MixedAir.cc,3062,"""Air System Outdoor Air Economizer Status""",,OutputProcessor::Unit::None,loopOAController.EconomizerStatus,"""System""","""Average"""
MixedAir.cc,3064,"""Air System Outdoor Air Heat Recovery Bypass Status""",,OutputProcessor::Unit::None,loopOAController.HeatRecoveryBypassStatus,"""System""","""Average"""
MixedAir.cc,3066,"""Air System Outdoor Air Heat Recovery Bypass Heating Coil Activity Status""",,OutputProcessor::Unit::None,loopOAController.HRHeatingCoilActive,"""System""","""Average"""
MixedAir.cc,3067,"""Air System Outdoor Air Heat Recovery Bypass Minimum Outdoor Air Mixed Air Temperature""",,OutputProcessor::Unit::C,loopOAController.MixedAirTempAtMinOAFlow,"""System""","""Average"""
MixedAir.cc,3069,"""Air System Outdoor Air High Humidity Control Status""",,OutputProcessor::Unit::None,loopOAController.HighHumCtrlStatus,"""System""","""Average"""
MixedAir.cc,3071,"""Air System Outdoor Air Flow Fraction""",,OutputProcessor::Unit::None,loopOAController.OAFractionRpt,"""System""","""Average"""
MixedAir.cc,3073,"""Air System Outdoor Air Minimum Flow Fraction""",,OutputProcessor::Unit::None,loopOAController.MinOAFracLimit,"""System""","""Average"""
MixedAir.cc,3075,"""Air System Outdoor Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,loopOAController.OAMassFlow,"""System""","""Average"""
MixedAir.cc,3077,"""Air System Mixed Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,loopOAController.MixMassFlow,"""System""","""Average"""
MixedAir.cc,3080,"""Air System Outdoor Air Maximum Flow Fraction""",,OutputProcessor::Unit::None,loopOAController.MaxOAFracBySetPoint,"""System""","""Average"""
MixedAir.cc,3091,"""Air System Outdoor Air Mechanical Ventilation Requested Mass Flow Rate""",,OutputProcessor::Unit::kg_s,loopOAController.MechVentOAMassFlowRequest,"""System""","""Average"""
MoistureBalanceEMPDManager.cc,427,"""EMPD Surface Inside Face Water Vapor Density""",,OutputProcessor::Unit::kg_m3,rvd.rv_surface,"""Zone""","""State"""
MoistureBalanceEMPDManager.cc,428,"""EMPD Surface Layer Moisture Content""",,OutputProcessor::Unit::kg_m3,rvd.u_surface_layer,"""Zone""","""State"""
MoistureBalanceEMPDManager.cc,429,"""EMPD Deep Layer Moisture Content""",,OutputProcessor::Unit::kg_m3,rvd.u_deep_layer,"""Zone""","""State"""
MoistureBalanceEMPDManager.cc,430,"""EMPD Surface Layer Equivalent Relative Humidity""",,OutputProcessor::Unit::Perc,rvd.RH_surface_layer,"""Zone""","""State"""
MoistureBalanceEMPDManager.cc,431,"""EMPD Deep Layer Equivalent Relative Humidity""",,OutputProcessor::Unit::Perc,rvd.RH_deep_layer,"""Zone""","""State"""
MoistureBalanceEMPDManager.cc,432,"""EMPD Surface Layer Equivalent Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,rvd.w_surface_layer,"""Zone""","""State"""
MoistureBalanceEMPDManager.cc,433,"""EMPD Deep Layer Equivalent Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,rvd.w_deep_layer,"""Zone""","""State"""
MoistureBalanceEMPDManager.cc,434,"""EMPD Surface Moisture Flux to Zone""",,OutputProcessor::Unit::kg_m2s,rvd.mass_flux_zone,"""Zone""","""State"""
MoistureBalanceEMPDManager.cc,435,"""EMPD Deep Layer Moisture Flux""",,OutputProcessor::Unit::kg_m2s,rvd.mass_flux_deep,"""Zone""","""State"""
MundtSimMgr.cc,380,"""Room Air Node Air Temperature""",,OutputProcessor::Unit::C,"LineNode( NodeNum, MundtZoneIndex ).Temp","""HVAC""","""Average"""
NodeInputManager.cc,431,"""System Node Temperature""",,OutputProcessor::Unit::C,Node( NumNode ).Temp,"""System""","""Average"""
NodeInputManager.cc,432,"""System Node Mass Flow Rate""",,OutputProcessor::Unit::kg_s,Node( NumNode ).MassFlowRate,"""System""","""Average"""
NodeInputManager.cc,433,"""System Node Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,Node( NumNode ).HumRat,"""System""","""Average"""
NodeInputManager.cc,434,"""System Node Setpoint Temperature""",,OutputProcessor::Unit::C,Node( NumNode ).TempSetPoint,"""System""","""Average"""
NodeInputManager.cc,435,"""System Node Setpoint High Temperature""",,OutputProcessor::Unit::C,Node( NumNode ).TempSetPointHi,"""System""","""Average"""
NodeInputManager.cc,436,"""System Node Setpoint Low Temperature""",,OutputProcessor::Unit::C,Node( NumNode ).TempSetPointLo,"""System""","""Average"""
NodeInputManager.cc,437,"""System Node Setpoint Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,Node( NumNode ).HumRatSetPoint,"""System""","""Average"""
NodeInputManager.cc,438,"""System Node Setpoint Minimum Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,Node( NumNode ).HumRatMin,"""System""","""Average"""
NodeInputManager.cc,439,"""System Node Setpoint Maximum Humidity Ratio""",,OutputProcessor::Unit::kgWater_kgDryAir,Node( NumNode ).HumRatMax,"""System""","""Average"""
NodeInputManager.cc,440,"""System Node Relative Humidity""",,OutputProcessor::Unit::Perc,MoreNodeInfo( NumNode ).RelHumidity,"""System""","""Average"""
NodeInputManager.cc,441,"""System Node Pressure""",,OutputProcessor::Unit::Pa,Node( NumNode ).Press,"""System""","""Average"""
NodeInputManager.cc,442,"""System Node Standard Density Volume Flow Rate""",,OutputProcessor::Unit::m3_s,MoreNodeInfo( NumNode ).VolFlowRateStdRho,"""System""","""Average"""
NodeInputManager.cc,444,"""System Node Current Density Volume Flow Rate""",,OutputProcessor::Unit::m3_s,MoreNodeInfo( NumNode ).VolFlowRateCrntRho,"""System""","""Average"""
NodeInputManager.cc,445,"""System Node Current Density""",,OutputProcessor::Unit::kg_m3,MoreNodeInfo( NumNode ).Density,"""System""","""Average"""
NodeInputManager.cc,446,"""System Node Specific Heat""",,OutputProcessor::Unit::J_kgK,MoreNodeInfo( NumNode ).SpecificHeat,"""System""","""Average"""
NodeInputManager.cc,449,"""System Node Enthalpy""",,OutputProcessor::Unit::J_kg,MoreNodeInfo( NumNode ).ReportEnthalpy,"""System""","""Average"""
NodeInputManager.cc,450,"""System Node Wetbulb Temperature""",,OutputProcessor::Unit::C,MoreNodeInfo( NumNode ).WetBulbTemp,"""System""","""Average"""
NodeInputManager.cc,451,"""System Node Dewpoint Temperature""",,OutputProcessor::Unit::C,MoreNodeInfo( NumNode ).AirDewPointTemp,"""System""","""Average"""
NodeInputManager.cc,452,"""System Node Wind Speed""",,OutputProcessor::Unit::m_s,Node( NumNode ).OutAirWindSpeed,"""System""","""Average"""
NodeInputManager.cc,453,"""System Node Wind Direction""",,OutputProcessor::Unit::deg,Node( NumNode ).OutAirWindDir,"""System""","""Average"""
NodeInputManager.cc,454,"""System Node Quality""",,OutputProcessor::Unit::None,Node( NumNode ).Quality,"""System""","""Average"""
NodeInputManager.cc,455,"""System Node Height""",,OutputProcessor::Unit::m,Node( NumNode ).Height,"""System""","""Average"""
NodeInputManager.cc,457,"""System Node Minimum Temperature""",,OutputProcessor::Unit::C,Node( NumNode ).TempMin,"""System""","""Average"""
NodeInputManager.cc,458,"""System Node Maximum Temperature""",,OutputProcessor::Unit::C,Node( NumNode ).TempMax,"""System""","""Average"""
NodeInputManager.cc,459,"""System Node Minimum Limit Mass Flow Rate""",,OutputProcessor::Unit::kg_s,Node( NumNode ).MassFlowRateMin,"""System""","""Average"""
NodeInputManager.cc,460,"""System Node Maximum Limit Mass Flow Rate""",,OutputProcessor::Unit::kg_s,Node( NumNode ).MassFlowRateMax,"""System""","""Average"""
NodeInputManager.cc,461,"""System Node Minimum Available Mass Flow Rate""",,OutputProcessor::Unit::kg_s,Node( NumNode ).MassFlowRateMinAvail,"""System""","""Average"""
NodeInputManager.cc,462,"""System Node Maximum Available Mass Flow Rate""",,OutputProcessor::Unit::kg_s,Node( NumNode ).MassFlowRateMaxAvail,"""System""","""Average"""
NodeInputManager.cc,463,"""System Node Setpoint Mass Flow Rate""",,OutputProcessor::Unit::kg_s,Node( NumNode ).MassFlowRateSetPoint,"""System""","""Average"""
NodeInputManager.cc,464,"""System Node Requested Mass Flow Rate""",,OutputProcessor::Unit::kg_s,Node( NumNode ).MassFlowRateRequest,"""System""","""Average"""
NodeInputManager.cc,465,"""System Node Last Timestep Temperature""",,OutputProcessor::Unit::C,Node( NumNode ).TempLastTimestep,"""System""","""Average"""
NodeInputManager.cc,466,"""System Node Last Timestep Enthalpy""",,OutputProcessor::Unit::J_kg,Node( NumNode ).EnthalpyLastTimestep,"""System""","""Average"""
NodeInputManager.cc,470,"""System Node CO2 Concentration""",,OutputProcessor::Unit::ppm,Node( NumNode ).CO2,"""System""","""Average"""
NodeInputManager.cc,473,"""System Node Generic Air Contaminant Concentration""",,OutputProcessor::Unit::ppm,Node( NumNode ).GenContam,"""System""","""Average"""
OutdoorAirUnit.cc,836,"""Zone Outdoor Air Unit Total Heating Rate""",,OutputProcessor::Unit::W,OutAirUnit( OAUnitNum ).TotHeatingRate,"""System""","""Average"""
OutdoorAirUnit.cc,837,"""Zone Outdoor Air Unit Total Heating Energy""",,OutputProcessor::Unit::J,OutAirUnit( OAUnitNum ).TotHeatingEnergy,"""System""","""Sum"""
OutdoorAirUnit.cc,838,"""Zone Outdoor Air Unit Sensible Heating Rate""",,OutputProcessor::Unit::W,OutAirUnit( OAUnitNum ).SensHeatingRate,"""System""","""Average"""
OutdoorAirUnit.cc,839,"""Zone Outdoor Air Unit Sensible Heating Energy""",,OutputProcessor::Unit::J,OutAirUnit( OAUnitNum ).SensHeatingEnergy,"""System""","""Sum"""
OutdoorAirUnit.cc,840,"""Zone Outdoor Air Unit Latent Heating Rate""",,OutputProcessor::Unit::W,OutAirUnit( OAUnitNum ).LatHeatingRate,"""System""","""Average"""
OutdoorAirUnit.cc,841,"""Zone Outdoor Air Unit Latent Heating Energy""",,OutputProcessor::Unit::J,OutAirUnit( OAUnitNum ).LatHeatingEnergy,"""System""","""Sum"""
OutdoorAirUnit.cc,842,"""Zone Outdoor Air Unit Total Cooling Rate""",,OutputProcessor::Unit::W,OutAirUnit( OAUnitNum ).TotCoolingRate,"""System""","""Average"""
OutdoorAirUnit.cc,843,"""Zone Outdoor Air Unit Total Cooling Energy""",,OutputProcessor::Unit::J,OutAirUnit( OAUnitNum ).TotCoolingEnergy,"""System""","""Sum"""
OutdoorAirUnit.cc,844,"""Zone Outdoor Air Unit Sensible Cooling Rate""",,OutputProcessor::Unit::W,OutAirUnit( OAUnitNum ).SensCoolingRate,"""System""","""Average"""
OutdoorAirUnit.cc,845,"""Zone Outdoor Air Unit Sensible Cooling Energy""",,OutputProcessor::Unit::J,OutAirUnit( OAUnitNum ).SensCoolingEnergy,"""System""","""Sum"""
OutdoorAirUnit.cc,846,"""Zone Outdoor Air Unit Latent Cooling Rate""",,OutputProcessor::Unit::W,OutAirUnit( OAUnitNum ).LatCoolingRate,"""System""","""Average"""
OutdoorAirUnit.cc,847,"""Zone Outdoor Air Unit Latent Cooling Energy""",,OutputProcessor::Unit::J,OutAirUnit( OAUnitNum ).LatCoolingEnergy,"""System""","""Sum"""
OutdoorAirUnit.cc,848,"""Zone Outdoor Air Unit Air Mass Flow Rate""",,OutputProcessor::Unit::kg_s,OutAirUnit( OAUnitNum ).AirMassFlow,"""System""","""Average"""
OutdoorAirUnit.cc,849,"""Zone Outdoor Air Unit Fan Electric Power""",,OutputProcessor::Unit::W,OutAirUnit( OAUnitNum ).ElecFanRate,"""System""","""Average"""
OutdoorAirUnit.cc,850,"""Zone Outdoor Air Unit Fan Electric Energy""",,OutputProcessor::Unit::J,OutAirUnit( OAUnitNum ).ElecFanEnergy,"""System""","""Sum"""
OutdoorAirUnit.cc,851,"""Zone Outdoor Air Unit Fan Availability Status""",,OutputProcessor::Unit::None,OutAirUnit( OAUnitNum ).AvailStatus,"""System""","""Average"""
OutsideEnergySources.cc,359,"""District Heating Hot Water Energy""",,OutputProcessor::Unit::J,EnergySource( EnergySourceNum ).EnergyTransfer,"""System""","""Sum"""
OutsideEnergySources.cc,360,"""District Heating Hot Water Rate""",,OutputProcessor::Unit::W,EnergySource( EnergySourceNum ).EnergyRate,"""System""","""Average"""
OutsideEnergySources.cc,362,"""District Heating Rate""",,OutputProcessor::Unit::W,EnergySource( EnergySourceNum ).EnergyRate,"""System""","""Average"""
OutsideEnergySources.cc,363,"""District Heating Inlet Temperature""",,OutputProcessor::Unit::C,EnergySourceReport( EnergySourceNum ).InletTemp,"""System""","""Average"""
OutsideEnergySources.cc,364,"""District Heating Outlet Temperature""",,OutputProcessor::Unit::C,EnergySourceReport( EnergySourceNum ).OutletTemp,"""System""","""Average"""
OutsideEnergySources.cc,365,"""District Heating Mass Flow Rate""",,OutputProcessor::Unit::kg_s,EnergySourceReport( EnergySourceNum ).MassFlowRate,"""System""","""Average"""
OutsideEnergySources.cc,423,"""District Cooling Chilled Water Energy""",,OutputProcessor::Unit::J,EnergySource( EnergySourceNum ).EnergyTransfer,"""System""","""Sum"""
OutsideEnergySources.cc,424,"""District Cooling Chilled Water Rate""",,OutputProcessor::Unit::W,EnergySource( EnergySourceNum ).EnergyRate,"""System""","""Average"""
OutsideEnergySources.cc,426,"""District Cooling Rate""",,OutputProcessor::Unit::W,EnergySource( EnergySourceNum ).EnergyRate,"""System""","""Average"""
OutsideEnergySources.cc,427,"""District Cooling Inlet Temperature""",,OutputProcessor::Unit::C,EnergySourceReport( EnergySourceNum ).InletTemp,"""System""","""Average"""
OutsideEnergySources.cc,428,"""District Cooling Outlet Temperature""",,OutputProcessor::Unit::C,EnergySourceReport( EnergySourceNum ).OutletTemp,"""System""","""Average"""
OutsideEnergySources.cc,429,"""District Cooling Mass Flow Rate""",,OutputProcessor::Unit::kg_s,EnergySourceReport( EnergySourceNum ).MassFlowRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2863,"""Zone Packaged Terminal Heat Pump Total Heating Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).TotHeatEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2864,"""Zone Packaged Terminal Heat Pump Total Heating Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).TotHeatEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2865,"""Zone Packaged Terminal Heat Pump Total Cooling Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).TotCoolEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2866,"""Zone Packaged Terminal Heat Pump Total Cooling Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).TotCoolEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2867,"""Zone Packaged Terminal Heat Pump Sensible Heating Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).SensHeatEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2868,"""Zone Packaged Terminal Heat Pump Sensible Heating Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).SensHeatEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2869,"""Zone Packaged Terminal Heat Pump Sensible Cooling Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).SensCoolEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2870,"""Zone Packaged Terminal Heat Pump Sensible Cooling Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).SensCoolEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2871,"""Zone Packaged Terminal Heat Pump Latent Heating Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).LatHeatEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2872,"""Zone Packaged Terminal Heat Pump Latent Heating Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).LatHeatEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2873,"""Zone Packaged Terminal Heat Pump Latent Cooling Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).LatCoolEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2874,"""Zone Packaged Terminal Heat Pump Latent Cooling Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).LatCoolEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2875,"""Zone Packaged Terminal Heat Pump Electric Power""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).ElecPower,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2876,"""Zone Packaged Terminal Heat Pump Electric Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).ElecConsumption,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2877,"""Zone Packaged Terminal Heat Pump Fan Part Load Ratio""",,OutputProcessor::Unit::None,PTUnit( PTUnitNum ).FanPartLoadRatio,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2878,"""Zone Packaged Terminal Heat Pump Compressor Part Load Ratio""",,OutputProcessor::Unit::None,PTUnit( PTUnitNum ).CompPartLoadRatio,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2879,"""Zone Packaged Terminal Heat Pump Fan Availability Status""",,OutputProcessor::Unit::None,PTUnit( PTUnitNum ).AvailStatus,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2885,"""Zone Packaged Terminal Air Conditioner Total Heating Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).TotHeatEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2886,"""Zone Packaged Terminal Air Conditioner Total Heating Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).TotHeatEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2887,"""Zone Packaged Terminal Air Conditioner Total Cooling Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).TotCoolEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2888,"""Zone Packaged Terminal Air Conditioner Total Cooling Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).TotCoolEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2889,"""Zone Packaged Terminal Air Conditioner Sensible Heating Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).SensHeatEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2890,"""Zone Packaged Terminal Air Conditioner Sensible Heating Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).SensHeatEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2891,"""Zone Packaged Terminal Air Conditioner Sensible Cooling Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).SensCoolEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2892,"""Zone Packaged Terminal Air Conditioner Sensible Cooling Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).SensCoolEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2893,"""Zone Packaged Terminal Air Conditioner Latent Heating Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).LatHeatEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2894,"""Zone Packaged Terminal Air Conditioner Latent Heating Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).LatHeatEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2895,"""Zone Packaged Terminal Air Conditioner Latent Cooling Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).LatCoolEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2896,"""Zone Packaged Terminal Air Conditioner Latent Cooling Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).LatCoolEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2897,"""Zone Packaged Terminal Air Conditioner Electric Power""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).ElecPower,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2898,"""Zone Packaged Terminal Air Conditioner Electric Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).ElecConsumption,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2899,"""Zone Packaged Terminal Air Conditioner Fan Part Load Ratio""",,OutputProcessor::Unit::None,PTUnit( PTUnitNum ).FanPartLoadRatio,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2900,"""Zone Packaged Terminal Air Conditioner Compressor Part Load Ratio""",,OutputProcessor::Unit::None,PTUnit( PTUnitNum ).CompPartLoadRatio,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2901,"""Zone Packaged Terminal Air Conditioner Fan Availability Status""",,OutputProcessor::Unit::None,PTUnit( PTUnitNum ).AvailStatus,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2906,"""Zone Water to Air Heat Pump Total Heating Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).TotHeatEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2907,"""Zone Water to Air Heat Pump Total Heating Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).TotHeatEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2908,"""Zone Water to Air Heat Pump Total Cooling Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).TotCoolEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2909,"""Zone Water to Air Heat Pump Total Cooling Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).TotCoolEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2910,"""Zone Water to Air Heat Pump Sensible Heating Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).SensHeatEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2911,"""Zone Water to Air Heat Pump Sensible Heating Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).SensHeatEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2912,"""Zone Water to Air Heat Pump Sensible Cooling Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).SensCoolEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2913,"""Zone Water to Air Heat Pump Sensible Cooling Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).SensCoolEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2914,"""Zone Water to Air Heat Pump Latent Heating Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).LatHeatEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2915,"""Zone Water to Air Heat Pump Latent Heating Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).LatHeatEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2916,"""Zone Water to Air Heat Pump Latent Cooling Rate""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).LatCoolEnergyRate,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2917,"""Zone Water to Air Heat Pump Latent Cooling Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).LatCoolEnergy,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2918,"""Zone Water to Air Heat Pump Electric Power""",,OutputProcessor::Unit::W,PTUnit( PTUnitNum ).ElecPower,"""System""","""Average"""
PackagedTerminalHeatPump.cc,2919,"""Zone Water to Air Heat Pump Electric Energy""",,OutputProcessor::Unit::J,PTUnit( PTUnitNum ).ElecConsumption,"""System""","""Sum"""
PackagedTerminalHeatPump.cc,2920,"""Zone Water to Air Heat Pump Fan Part Load Ratio""",,OutputProcessor::Unit::None,PTUnit( PTUnitNum ).FanPartLoadRatio,"""System""","""Average"""
